article_id,titre,annee,x,y,cluster,cluster_label,chercheurs,laboratoire
art_00775,"Improving heavy rainfall forecasts by assimilating surface precipitation in the convective scale model AROME: A case study of the Mediterranean event of November 4, 2017",2019,1.0889965,-3.3140652,2,"C2 · model, control, data",Soumia Mordane,Laboratoire d’Ingénierie et de Matériaux
art_00776,Improving Predictive Maintenance Performance Using Machine Learning and Vibration Analysis Algorithms,2025,-2.2437446,-2.8706858,3,"C3 · learning, data, detection",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00777,In Silico Analysis of High‐Risk Missense Variants in Human ACE2 Gene and Susceptibility to SARS‐CoV‐2 Infection,2021,-0.13184828,-0.81309205,2,"C2 · model, control, data",Anass Kettani,Laboratoire Biologie et Santé
art_00778,"In silico detection of potential inhibitors from vitamins and their derivatives compounds against SARS-CoV-2 main protease by using molecular docking, molecular dynamic simulation and ADMET profiling",2022,1.5707954,0.69905967,1,"C1 · properties, water, mg",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00779,In silico investigation of phytoconstituents from Cameroonian medicinal plants towards COVID-19 treatment,2022,1.5260026,0.73961294,1,"C1 · properties, water, mg",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00780,In vitro and in silico evaluation of the antimicrobial and antioxidant activities of spiropyrazoline oxindole congeners,2023,1.59356,0.7542423,5,"C5 · molecular, corrosion, experimental",Samir Chtita,Laboratoire de Chimie Analytique et Moléculaire
art_00781,In vitro anticancer activity of some plants used in Moroccan traditional medicine,2013,0.95204324,0.6237013,7,"C7 · phosphate, properties, po4",Amal Elhamsaselyoubi,Laboratoire Biologie et Santé
art_00782,In Vivo Anti-Inflammatory and Analgesic Effects of Aqueous Extract of Cistus ladanifer L. From Morocco,2016,0.95232135,0.2439279,1,"C1 · properties, water, mg",Amal Elhamsaselyoubi,Laboratoire Biologie et Santé
art_00783,Incorporating a cryptographic-based Blockchain technology to revolutionize degree automation,2023,-2.0061874,-2.3629115,3,"C3 · learning, data, detection",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_00784,Incorporation of Scratch Programming and Algorithmic Resource Design in Primary Education,2025,-1.7302356,-1.7754357,3,"C3 · learning, data, detection",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00785,"INDICES SPECTRAUX ET ""SPECTRAL ANGLE MAPPER"" POUR LA CARTOGRAPHIE DES RISQUES D'ÉROSION HYDRIQUE À PARTIR DES DONNÉES ALI EO-1",2012,-0.701856,-0.016404444,7,"C7 · phosphate, properties, po4",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_00786,Inelastic scattering of antiprotons from 12C and 18O at 50 and 180 MeV,1986,2.894436,-2.633965,4,"C4 · properties, synthesis, numerical",Mohammed Berrada,Laboratoire Biologie et Santé
art_00787,Inflammation and cardiovascular risk assessment in Moroccan obese patients with and without metabolic syndrome: importance of lipoproteins ratios.,2014,-0.7377833,-0.9252915,1,"C1 · properties, water, mg",Halima Lebrazi,Laboratoire Biologie et Santé
art_00788,Influence de la nature chimique et minéralogique des argiles et du processus de fabrication sur la qualité des carreaux céramiques,2012,2.9152997,-1.8950349,2,"C2 · model, control, data",Chaouki Sadik,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00789,Influence des facteurs socio-économiques et du niveau d'éducation sur le cancer colorectal chez une population marocaine,2019,-1.0809659,-1.0509293,3,"C3 · learning, data, detection",Driss Radallah,Laboratoire Biologie et Santé
art_00790,Influence of decyl glucoside on the electrodeposition of tin,2006,3.7545784,-1.7089863,2,"C2 · model, control, data",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00791,Influence of S-dodecylmercaptobenzimidazole as organic additive on electrodeposition of tin,2014,3.1417944,-0.21752217,7,"C7 · phosphate, properties, po4",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00792,Influence of the Inclination Angle on Mixed Convection and Heat Transfer in a “T” Shaped Double Enclosure,2023,1.2324322,-4.0478086,2,"C2 · model, control, data",Soumia Mordane,Laboratoire d’Ingénierie et de Matériaux
art_00793,Information Security Risk Assessment A Practical Approach with a Mathematical Formulation of Risk,2014,-1.9655509,-2.5459607,2,"C2 · model, control, data",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00794,Innovative Applications of Sugarcane Bagasse in the Global Sugarcane Industry,2025,1.0537437,-1.2579541,1,"C1 · properties, water, mg",Omar Tanane,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00795,Innovative structural and optical insights into synthesized BaTi(1-2x)SbxCrx(PO4)2 (0 ≤ x ≤ 0.5) yavapaiite phases,2025,3.341513,-0.3370436,7,"C7 · phosphate, properties, po4",Soufiane Zerraf,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00796,"Insecticidal effects of essential oils against Hessian fly, Mayetiola destructor (Say)",2001,1.2715112,-0.272595,2,"C2 · model, control, data",Mohammed Berrada,Laboratoire Biologie et Santé
art_00797,Insights of the adsorption mechanism of Bemacid Red using coagulation-flocculation sludge: Optimisation using BBD-RSM and DFT calculations,2024,4.201628,-3.2319365,5,"C5 · molecular, corrosion, experimental",Asmaa Benbiyi,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00798,"Integrated remote sensing data and field investigations for geological mapping and structural analysis. The case of SW Tichoukt ridge (Middle Atlas, Morocco)",2022,-1.0015349,3.1090252,0,"C0 · morocco, atlas, basin",Mostafa Oukassou,"Géosciences, Géomatique et Environnement"
art_00799,"Integrated seismic and aeromagnetic investigation of crustal structure and tectonic framework of the Rif region, Northern Morocco",2026,-0.15947296,4.699438,6,"C6 · morocco, maroc, rabat",Allal Labriki,"Géosciences, Géomatique et Environnement"
art_00800,Integrated Stability-Indicating RP-HPLC Strategy for Comprehensive Quality Control of a Phosphodiesterase-5 Inhibitor in Solid Pharmaceutical Dosage Forms,2026,2.9677331,-1.6330832,1,"C1 · properties, water, mg",Soumia Belouafa,Laboratoire Biologie et Santé
art_00801,Integrating Neutrosophic Concept into Stacking Ensemble Models for Electricity Theft Detection,2026,-2.101107,-3.4198835,4,"C4 · properties, synthesis, numerical",Issam Atouf,Laboratoire de Traitement de l'Information
art_00802,"Integrating Security into Industry 5.0: Challenges, Solutions, and Impacts",2024,-1.0572872,0.4799888,7,"C7 · phosphate, properties, po4",Mohamed Ghazouani,Technologie de l'Information et Modélisation
art_00803,Integration of a Computer Device for Learning and Training Situations: The Case of Faculty of Sciences Ben M'sik (FSBM),2019,-2.4438965,-1.8761274,2,"C2 · model, control, data",Mohssine Bentaib,Technologie de l'Information et Modélisation
art_00804,Intelligent algorithm for trapezoidal interval valued neutrosophic network analysis,2020,-0.9435005,-4.7254634,3,"C3 · learning, data, detection",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00805,Intelligent Automated Resume Analysis and Ranking System for Profile Recruitment Based on Computer Vision and LLMs,2026,-2.6827018,-3.3764358,4,"C4 · properties, synthesis, numerical",Omar Zahour,Technologie de l'Information et Modélisation
art_00806,INTERACTIONS OF PHYTOESTROGENS WITH ESTROGEN-SIGNALLING PATHWAYS AND THEIR IMPLICATIONS IN PHYSIOLOGICAL AND PATHOLOGICAL PROCESSES: A REVIEW,2020,0.79291475,-0.060011286,1,"C1 · properties, water, mg",Driss Radallah,Laboratoire Biologie et Santé
art_00807,Interrelationships between Prey and Predators and How Predators Choose Their Prey to Maximize Their Utility Functions,2021,0.553086,-4.8675857,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00808,Interval Valued Neutrosophic Graphs,2016,-0.59548855,-5.7325106,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00809,Intrinsic growth rates influence on the net economic rents of fishermen,2019,0.70831,-4.0595555,2,"C2 · model, control, data",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00810,Introducing Health Literacy at the Primary School Level: A Pedagogical Model for Early Scientific and Medical Education,2025,-1.6439744,-1.5622436,3,"C3 · learning, data, detection",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00811,Introduction of Ionic Liquids as Highly Efficient Plasticizers and Flame Retardants of Cellulose Triacetate Films,2022,2.760312,-0.49467573,7,"C7 · phosphate, properties, po4",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_00812,Inula ViscosaExtracts Induces Telomere Shortening and Apoptosis in Cancer Cells and Overcome Drug Resistance,2016,1.3263572,0.55499446,1,"C1 · properties, water, mg",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_00813,"Inventory and quantitative assessment of Devonian geosites in the Azrou-Khenifra Basin (eastern band of the Central Hercynian Massif, Morocco)",2024,0.4488247,-1.779938,1,"C1 · properties, water, mg",Allal Labriki,"Géosciences, Géomatique et Environnement"
art_00814,"Inversion of GPR data: 2D forms reconstruction for cavities based on born approximation, TSVD regularization and image processing algorithms",2016,2.4494545,-2.5885165,2,"C2 · model, control, data",Abdellatif Slimani,Laboratoire de Traitement de l'Information
art_00815,"Investigating double perovskites A2CrH6 (A = Ca, Sr, Ba) as hydrogen storage materials: A DFT and AIMD study",2026,4.3289294,-3.1921813,5,"C5 · molecular, corrosion, experimental",Mohamed Idiri,Laboratoire de Physique de la Matière Condensée
art_00816,Investigating the influence of light pollution on the bioeconomic dynamics of fisheries,2024,-0.5842912,0.47011903,7,"C7 · phosphate, properties, po4",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00817,"Investigating the potential of blockchain technology for geospatial data sharing: Opportunities, challenges, and solutions",2024,-2.0369565,-2.6057272,3,"C3 · learning, data, detection",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_00818,Investigation of FGM membrane wrinkling using reduced models based on a multi-scale method,2024,2.1152396,-4.5600142,4,"C4 · properties, synthesis, numerical",Abdellah Hamdaoui,Laboratoire de Physique de la Matière Condensée
art_00819,Investigation of LiScNiSi Heusler alloy's physical characteristics under pressure: Use in optoelectronics with the HSE06 hybrid function,2025,-2.7121046,-3.494771,4,"C4 · properties, synthesis, numerical",Mohamed Idiri,Laboratoire de Physique de la Matière Condensée
art_00820,Investigation of SAR reduction and gain enhancement using an all-textile antenna with metamaterial structure for wireless body area network applications,2023,0.48660874,-2.1115804,4,"C4 · properties, synthesis, numerical",Mohamed Idiri,Laboratoire de Physique de la Matière Condensée
art_00821,"Investigation of Structural, Electronic, and Optical Properties of ASnO3 (A = Ba, Ca, Sr, and Mg) Perovskite Oxides for the Optoelectronic Applications",2026,3.635057,-0.86494714,5,"C5 · molecular, corrosion, experimental",Rhma Adhiri,Laboratoire d’Ingénierie et de Matériaux
art_00822,"Investigation of the removal of malachite green by soybean meal biochar: characterization, modelling, and adsorption mechanism",2024,2.208458,-0.85319823,1,"C1 · properties, water, mg",Samia Yousfi,Laboratoire de Chimie Analytique et Moléculaire
art_00823,Investigation on Tin Electrodeposition from Sulphuric Acid Medium,2021,3.0226488,-2.107955,2,"C2 · model, control, data",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00824,Ionic Liquid Droplet as e-Microreactor,2006,-0.7860967,-4.141413,2,"C2 · model, control, data",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_00825,IoT Architectures: A Brief Survey on Layers’ Services,2022,-1.0895021,0.31054342,7,"C7 · phosphate, properties, po4",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00826,IoT-Enabled Smart Parking: Enhancing Efficiency and Sustainability in Smart Cities,2023,-0.6144636,-2.3597813,2,"C2 · model, control, data",Tarik Chafiq,Laboratoire de Traitement de l'Information
art_00827,IOT et Cloud Computing : état de l'art,2019,-1.8431184,0.48899785,7,"C7 · phosphate, properties, po4",Sanaa Elfilali,Laboratoire d’Intelligence Artificielle et Systèmes
art_00828,IoT Intrusion Detection: A Review of ML and DL-Based Approaches,2024,-1.329271,-2.704585,3,"C3 · learning, data, detection",Issam Atouf,Laboratoire de Traitement de l'Information
art_00829,IoT methodologies: comparative study,2020,-1.6905234,-2.6683574,3,"C3 · learning, data, detection",Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_00830,IoT real-time monitoring system implemented to observe sunlight-influenced methylene blue degradation by AC/HAp,2024,3.2472978,-0.5738334,4,"C4 · properties, synthesis, numerical",Abdelilah Akouibaa,Laboratoire d’Ingénierie et de Matériaux
art_00831,IOT Search Engines: Exploratory Data Analysis,2020,-1.2578933,-2.3053732,2,"C2 · model, control, data",Elhabib Benlahmar; Khadija Achtaich,Technologie de l'Information et Modélisation
art_00832,IOT Search Engines: Study of Data Collection Methods,2020,-0.95724136,0.21642812,7,"C7 · phosphate, properties, po4",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00833,Isolated Single Valued Neutrosophic Graphs,2016,-0.5836619,-5.735819,2,"C2 · model, control, data",Mohamed Talea,Laboratoire de Traitement de l'Information
art_00834,J48 algorithms of machine learning for predicting user's the acceptance of an E-orientation systems,2019,-2.5611959,-4.32991,2,"C2 · model, control, data",Mohammed Aitdaoud,Laboratoire d’Intelligence Artificielle et Systèmes
art_00835,"Kalsilite-bearing plutonic rocks: The deep-seated Archean Awsard massif of the Reguibat Rise, South Morocco, West African Craton",2014,-0.58082235,2.8313606,7,"C7 · phosphate, properties, po4",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_00836,Kannan fixed point theorem on generalized metric space with a graph,2019,-0.09139456,-5.9600086,7,"C7 · phosphate, properties, po4",Abderrahim Eladraoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00837,Kinetic Control of Oxygenated Apatites: Dynamic Operation of a Pilot-Scale Precipitation Reactor for Bone-Mimetic Biomaterials,2025,0.46898246,-1.3044491,1,"C1 · properties, water, mg",Soumia Belouafa,Laboratoire Biologie et Santé
art_00838,Knowledge of Risk Factors of Health Professionals towards Colorectal Cancer at the Mohammed VI Center of Casablanca for the Treatment of Cancers,2019,-1.2513676,-1.0969799,1,"C1 · properties, water, mg",Driss Radallah,Laboratoire Biologie et Santé
art_00839,KP-USE: An Unsupervised Approach for Key-Phrases Extraction from Documents,2022,-2.152637,-3.8629296,3,"C3 · learning, data, detection",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00840,La méthode de décomposition du domaine : Application à un problème de soutirage,2015,1.4935704,-4.3706656,2,"C2 · model, control, data",Khalid Adnaoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00841,"La série phosphatée du gisement de Benguerir : séquences de faciès, évolution séquentielle, minéralogie et géochimie (Maastrichtien-Lutétien)",1991,-0.44211096,2.1887963,0,"C0 · morocco, atlas, basin",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00842,La structure multicaule du genévrier thurifère : avantage adaptatif à un environnement sévère ?,2001,0.6742865,-0.38559535,0,"C0 · morocco, atlas, basin",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00843,"La végétation, le climat et l'environnement marin au Tortonien supérieur dans le bassin de Taza-Guercif (corridor rifain, Maroc Oriental) d'après la palynologie",2001,-0.5514457,2.2449515,4,"C4 · properties, synthesis, numerical",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00844,Lago Mare and the Messinian Salinity Crisis: Evidence from the Alboran Sea (S. Spain),2014,-0.514888,2.8544312,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00845,Lago Mare episodes around the Messinian–Zanclean boundary in the deep southwestern Mediterranean,2015,-0.18946373,3.2257211,7,"C7 · phosphate, properties, po4",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00846,"Late Aptian to early Cenomanian dinoflagellate cysts from Agadir Basin, southwestern Morocco: Biostratigraphy and palaeoenvironment",2020,-0.28121316,2.0473297,0,"C0 · morocco, atlas, basin",Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_00847,"Late Cretaceous-Paleogene Formation of the Bekrit Syncline, Middle Atlas, Morocco: Sedimentology, Geochemistry, Palynology and Paleoenvironments",2021,-0.36588708,2.0411093,0,"C0 · morocco, atlas, basin",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00848,"Late Miocene biostratigraphy and paleoenvironment of the Sais Basin (southern Rifian Corridor, Morocco): New insights from the Moulay Yakoub area",2023,-0.23651487,2.0929446,0,"C0 · morocco, atlas, basin",Nadia Barhoun; Rachid Essamoud,"Géosciences, Géomatique et Environnement"
art_00849,Late Miocene-early Pliocene Palaeoenvironmental Changes in the Western Rifian corridor (NE Morocco),2022,-0.25782776,2.1092331,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00850,Late Miocene Paleoenvironmental Changes in the Gharb basin (NW Morocco),2023,-1.0334473,-2.2529907,2,"C2 · model, control, data",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00851,Late Miocene–Early Pliocene paleoenvironmental changes in the western Rifian corridor (NW Morocco),2022,-0.8249256,3.3080194,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00852,Leaf morphological variation in common yew (Taxus baccata L.) at the species’ southern range margin in North Africa,2026,-0.21870218,-2.8480077,1,"C1 · properties, water, mg",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00853,Learner-Centered Teaching: A Case Study of its Implementation in Physics and Chemistry Classes in Moroccan High Schools,2020,-1.8420718,-1.4889463,3,"C3 · learning, data, detection",Said Bakkali,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00854,Learning Stochastic Feedback Control Laws via Path Signature Representations,2026,0.06693495,-4.7242765,4,"C4 · properties, synthesis, numerical",Khalid Adnaoui,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00855,Les environnements continentaux du corridor rifain (Maroc) au Miocène supérieur d'après la palynologie,2008,-0.25556034,2.2956634,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00856,Les épisodes Lago Mare associés à la Crise messinienne,2021,-0.28683668,2.598024,0,"C0 · morocco, atlas, basin",Nadia Barhoun,"Géosciences, Géomatique et Environnement"
art_00857,Les facteurs de risque hormonaux et alimentaires des cancers du sein chez une population marocaine,2015,-0.46655566,4.3557,6,"C6 · morocco, maroc, rabat",Driss Radallah,Laboratoire Biologie et Santé
art_00858,Leveraging IBM Tools and Social Media Insights for Postpartum Depression Prediction,2025,-1.5103492,-2.7296426,3,"C3 · learning, data, detection",Khadija Achtaich,Laboratoire d’Intelligence Artificielle et Systèmes
art_00859,Leveraging LLM Techniques for Moroccan Agriculture: Performance Analysis of RAG and Fine-Tuning Approaches with Llama 3,2026,-1.4694417,0.45452532,7,"C7 · phosphate, properties, po4",Omar Zahour,Technologie de l'Information et Modélisation
art_00860,Lichen striatus: A Blaschko linear acquired inflammatory skin eruption,1991,-0.7065174,0.3414984,4,"C4 · properties, synthesis, numerical",Amal Elhamsaselyoubi,Laboratoire Biologie et Santé
art_00861,Lifestyle factors and breast cancer in a Moroccan population case-control study of the center Mohammed VI for cancer treatment,2019,-0.962262,-0.98611164,1,"C1 · properties, water, mg",Driss Radallah,Laboratoire Biologie et Santé
art_00862,Lignocellulosic Composites as Potential Resource,2026,1.5791156,-1.3380684,1,"C1 · properties, water, mg",Siham Slassi,Laboratoire d’Ingénierie et de Matériaux
art_00863,Lineaments Extraction and Analysis Using Landsat 8 (OLI/TIRS) in the Northeast of Morocco,2022,-0.41057193,2.479053,0,"C0 · morocco, atlas, basin",Faouziya Haissen,"Géosciences, Géomatique et Environnement"
art_00864,Linear and Two‐Photon Absorption Properties of Interacting Polar Chromophores: Standard and Unconventional Effects,2006,0.47814342,-2.1533172,1,"C1 · properties, water, mg",Said Gmouh,Laboratoire d’Ingénierie et de Matériaux
art_00865,"Lipolysis in isolated epididymal adipocytes from genetically obese Zucker rat treated with 3,5,3'-L-triiodothyronine",1990,0.43149564,-0.4426899,1,"C1 · properties, water, mg",Halima Lebrazi,Laboratoire Biologie et Santé
art_00866,List of contributors,2026,-1.1947179,0.58238596,7,"C7 · phosphate, properties, po4",Issam Atouf; Loubna Benidire,Laboratoire de Traitement de l'Information
art_00867,"Lithofacies analysis, sedimentary dynamics and genesis of Maastrichtian-Eocene phosphorites of BouCraa deposit (Southern Morocco)",2021,-0.50199354,2.1947668,7,"C7 · phosphate, properties, po4",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00868,Lithological Mapping Using Landsat 8 OLI in the Meso-Cenozoic Tarfaya Laayoune Basin (South of Morocco): Comparison between ANN and SID Classification,2021,-2.3738096,-3.9730072,3,"C3 · learning, data, detection",Mustapha Mouflih,"Géosciences, Géomatique et Environnement"
art_00869,Load Balancing for Improved Quality of Service in the Cloud,2015,-1.06014,-4.755032,3,"C3 · learning, data, detection",Faouzia Benabbou,Laboratoire d’Intelligence Artificielle et Systèmes
art_00870,Local Parameterization and the Asymptotic Numerical Method,2010,2.1814213,-4.7062645,4,"C4 · properties, synthesis, numerical",Bouazza Braikat,Laboratoire de Physique de la Matière Condensée
art_00871,Low-cost ceramic peridotite membrane developed with geomaterial-based sintering aids for textile wastewater treatment,2025,2.2874594,-0.44048077,4,"C4 · properties, synthesis, numerical",Chaouki Sadik,Laboratoire de Chimie Physique des Matériaux Appliqués
art_00872,Low-temperature growth of highly crystalline ZnO nanopillars by mist chemical vapor deposition technique,2025,3.317922,-1.2312537,1,"C1 · properties, water, mg",Othmane Daoudi,Laboratoire de Physique de la Matière Condensée
art_00873,Machine Learning Algorithms For Breast Cancer Prediction And Diagnosis,2021,-2.5165682,-4.1092787,2,"C2 · model, control, data",Elhabib Benlahmar,Technologie de l'Information et Modélisation
art_00874,Machine Learning Algorithms for Satellite Image Classification Using Google Earth Engine and Landsat Satellite Data: Morocco Case Study,2023,-0.4892654,-4.753909,2,"C2 · model, control, data",Abdessamad Belangour,Laboratoire d’Intelligence Artificielle et Systèmes
art_00875,Machine Learning Application in Precision Marketing: A Systematic Literature Review and Comparative Study,2023,-1.7433491,-3.9202466,7,"C7 · phosphate, properties, po4",Mounir Sadiq,Technologie de l'Information et Modélisation
art_00876,Machine learning for decoding linear block codes: case of multi-class logistic regression model,2021,-1.0611603,-4.6297493,2,"C2 · model, control, data",Said Nouh,Technologie de l'Information et Modélisation
art_00877,Machine Learning for IoT based networks intrusion detection: a comparative study,2022,-2.328165,-4.4275503,3,"C3 · learning, data, detection",Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_00878,Machine learning for satellite image classification: A comprehensive review,2022,-1.3098058,-3.3974407,3,"C3 · learning, data, detection",Abdessamad Belangour,Laboratoire d’Intelligence Artificielle et Systèmes
art_00879,Machine learning for the analysis of quality of life using the World Happiness Index and Human Development Indicators,2023,-0.14776035,-2.9217143,2,"C2 · model, control, data",Faouzia Benabbou; Nawal Sael,Laboratoire d’Intelligence Artificielle et Systèmes
art_00880,"Macronutrients Intake, and Performance of Professional Football Players from Morocco in a Pre-season Training Period",2023,-1.3069074,-1.235313,2,"C2 · model, control, data",Halima Lebrazi; Karima Mohtadi,Laboratoire Biologie et Santé
art_00881,Macroprudential Policies and Financial Stability: A Quantitative Assessment of Strategies to Mitigate Systemic Risk in Banking Networks,2026,0.09364751,-3.345479,3,"C3 · learning, data, detection",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00882,Majority Voting Procedure Allowing Soft Decision Decoding of Linear Block Codes on Binary Channels,2012,-0.91030085,-4.771354,2,"C2 · model, control, data",Said Nouh,Technologie de l'Information et Modélisation
art_00883,Management and Monitoring of Blockchain Systems,2020,-1.890956,-2.609439,3,"C3 · learning, data, detection",Abderrahmane Daif,Technologie de l'Information et Modélisation
art_00884,"Management of the mycorrhizal soil infectivity with Crotalaria ochroleuca , an indigenous wild legume in the tropics: Impacts on microbial functional diversity involved in phosphorus mobilization processes in a sahelian soil",2017,0.9214937,-0.32253766,1,"C1 · properties, water, mg",Wadi Badri,Laboratoire d'Ecologie et d'Environnement
art_00885,"Mapping and Assessment of Geological Lineaments with the Contribution of Earth Observation Data: A Case Study of the Zaer Granite Massif, Western Moroccan Meseta",2023,-1.0250281,2.8822887,0,"C0 · morocco, atlas, basin",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_00886,"Mapping soil suitability using phenological information derived from MODIS time series data in a semi-arid region: A case study of Khouribga, Morocco",2024,-0.13573702,-1.691995,3,"C3 · learning, data, detection",Soufiane Maimouni,"Géosciences, Géomatique et Environnement"
art_00887,Maps commuting with the λ -Aluthge transform for the Lie Star Jordan product,2025,-0.15738083,-5.208828,2,"C2 · model, control, data",Bouchra Aharmim,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00888,Maps commuting with the λ -Aluthge transform for the semistar Jordan product,2023,-0.15994555,-5.1897326,2,"C2 · model, control, data",Bouchra Aharmim,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00889,"Maps commuting with the (f, g)-Aluthge transform on triple and generalized triple Lie-star Jordan products",2026,-0.16019286,-5.1685524,4,"C4 · properties, synthesis, numerical",Bouchra Aharmim,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00890,Marruecos deja huella: cursos de verano de paleoicnología y restauración de icnitas de dinosaurio de la Universidad de La Rioja- Universidad de Rabat,2008,-0.34406143,4.54659,6,"C6 · morocco, maroc, rabat",Allal Labriki,"Géosciences, Géomatique et Environnement"
art_00891,Materials Derived from Olive Pomace as Effective Bioadsorbents for the Process of Removing Total Phenols from Oil Mill Effluents,2023,2.1222897,-0.77122635,1,"C1 · properties, water, mg",Abdelmjid Abourriche,Laboratoire Biologie et Santé
art_00892,Maternal cytokine profile and anti-bacterial specific antibody response associated with neonatal infection by E. coli and K. pneumoniae,2026,-0.3877819,-2.6851163,3,"C3 · learning, data, detection",Karima Mohtadi,Laboratoire Biologie et Santé
art_00893,Mathematical Model to Estimate and Predict the COVID-19 Infections in Morocco: Optimal Control Strategy,2020,0.48485884,-3.9316297,3,"C3 · learning, data, detection",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00894,Mathematical modeling and optimal control of multi-strain COVID-19 spread in discrete time,2024,0.3548741,-3.8348224,2,"C2 · model, control, data",Hassan Laarabi,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00895,Mathematical modeling of fishing bioeconomic model including wind speed effects,2020,1.1276373,-2.734918,4,"C4 · properties, synthesis, numerical",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00896,"Mathematical Modeling of Public Opinions: Parameter Estimation, Sensitivity Analysis, and Model Uncertainty Using an Agree-Disagree Opinion Model",2020,0.83443123,-3.5957253,2,"C2 · model, control, data",Omar Zakary,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00897,Mathematical Modeling on Vacuum Drying of Olive Pomace,2022,-1.4807585,0.4323546,7,"C7 · phosphate, properties, po4",Laila Mouakkir,Laboratoire d’Ingénierie et de Matériaux
art_00898,Mathematical study and optimal control of bioeconomic model concerning harmful dinoflagellate phytoplankton,2021,-0.4507008,2.282703,4,"C4 · properties, synthesis, numerical",Imane Agmour,"Laboratoire d'Analyse, Modélisation et Simulation"
art_00899,𝜀-Maximum principle for stochastic delayed control problems with jump-diffusion processes and application to social network-based advertising model,2026,0.2380548,-4.0043497,2,"C2 · model, control, data",Driss Bouggar,Laboratoire d’Intelligence Artificielle et Systèmes
art_00900,Measuring learning quality by Moroccan university students,2017,0.15969501,1.7763563,0,"C0 · morocco, atlas, basin",Mohammed Aitdaoud,Laboratoire d’Intelligence Artificielle et Systèmes
art_00901,Mécanismes de l'amylose et protéines impliquées,2000,0.21267541,-0.4096924,4,"C4 · properties, synthesis, numerical",Halima Lebrazi,Laboratoire Biologie et Santé
